	0.69 	75.06 	31.12
	0.81 	75.00 	31.37
	0.81 	74.62 	32.00
	0.56 	74.50 	32.19
	0.44 	74.44 	32.56
	0.56 	74.44 	33.00
	0.44 	74.62 	33.06
	0.37 	74.69 	33.13
	0.31 	74.69 	33.25
	0.19 	74.75 	33.13
	0.13 	74.75 	33.19
	0.13 	74.69 	33.25
	0.13 	74.69 	33.44
	0.25 	74.69 	33.81
	0.31 	74.56 	34.88
	0.13 	74.50 	35.19
	359.81 	74.44 	35.06
	359.75 	74.37 	35.00
	359.56 	74.25 	35.38
	359.12 	74.25 	36.19
	358.12 	74.00 	36.44
	357.69 	74.00 	36.88
	357.62 	74.44 	37.56
	357.37 	74.31 	38.38
	356.75 	74.00 	39.31
	355.87 	73.69 	40.19
	355.75 	73.94 	40.81
	355.87 	73.87 	41.06
	356.12 	73.44 	41.19
	356.44 	73.56 	41.50
	356.62 	73.94 	41.19
	356.75 	73.87 	41.50
	357.12 	74.00 	42.06
	357.31 	74.06 	41.94
	357.44 	73.69 	41.75
	357.25 	73.37 	41.75
	356.87 	73.12 	42.44
	356.94 	72.94 	43.13
	357.50 	72.62 	44.38
	357.75 	72.56 	45.06
	357.81 	72.56 	45.50
	357.87 	72.62 	46.19
	357.87 	72.69 	46.25
	358.00 	72.62 	46.56
	358.12 	72.62 	46.38
	358.19 	72.56 	46.00
	358.25 	72.37 	45.69
	358.37 	72.31 	45.31
	358.69 	72.50 	44.81
	358.94 	72.50 	44.63
	359.25 	72.44 	44.69
	359.44 	72.44 	44.69
	359.62 	72.50 	44.75
	359.87 	72.50 	44.75
	359.94 	72.50 	45.13
	359.94 	72.37 	45.63
	0.00 	72.19 	46.06
	0.31 	72.12 	46.19
	0.69 	72.19 	46.13
	1.19 	72.31 	45.94
	1.56 	72.56 	45.69
	1.44 	72.56 	45.06
	1.19 	72.62 	44.56
	0.75 	72.69 	44.81
	0.13 	72.37 	45.63
	359.44 	72.19 	47.44
	358.87 	72.44 	49.25
	358.19 	72.62 	50.50
	357.44 	72.81 	50.94
	356.31 	73.00 	50.81
	355.69 	73.37 	50.56
	355.19 	73.56 	51.00
	354.56 	73.50 	51.88
	354.00 	73.19 	52.19
	353.06 	72.81 	51.25
	352.69 	72.19 	50.81
	352.56 	72.12 	51.19
	352.31 	72.19 	51.75
	352.12 	72.25 	52.44
	352.12 	72.31 	52.88
	352.25 	72.25 	53.00
	352.62 	72.31 	53.13
	352.94 	72.44 	53.25
	353.12 	72.50 	53.63
	353.25 	72.50 	53.81
	353.50 	72.50 	53.56
	353.75 	72.50 	52.81
	354.06 	72.44 	52.19
	354.56 	72.12 	51.38
	355.44 	71.94 	50.25
	356.69 	72.25 	49.13
	357.62 	72.62 	49.00
	358.12 	72.81 	50.06
	358.37 	73.00 	51.00
	358.50 	72.87 	51.19
	358.69 	72.75 	50.69
	358.87 	72.87 	50.06
	358.94 	73.12 	49.88
	358.87 	73.19 	49.94
	358.62 	72.94 	50.25
	358.44 	72.87 	50.31
	358.31 	72.94 	50.44
	358.31 	73.19 	50.50
	358.31 	73.31 	50.44
	358.19 	73.19 	50.38
	358.19 	73.06 	50.38
	358.25 	73.12 	50.31
	358.31 	73.00 	49.94
	358.25 	72.87 	49.81
	358.19 	72.94 	49.75
	358.12 	73.00 	49.75
	358.06 	73.06 	49.63
	358.06 	72.94 	49.44
	358.06 	73.00 	49.06
	357.87 	73.00 	48.94
	357.69 	72.87 	49.06
	357.50 	72.81 	49.56
	357.44 	72.94 	49.81
	357.56 	73.12 	49.81
	357.75 	73.19 	49.81
	357.81 	73.19 	49.69
	357.75 	73.06 	49.69
	357.75 	73.00 	49.81
	357.69 	73.00 	49.94
	357.69 	73.19 	50.19
	357.62 	73.19 	50.38
	357.62 	73.06 	50.56
	357.62 	73.06 	50.56
	357.62 	73.06 	50.63
	357.69 	73.12 	50.56
	357.69 	73.19 	50.63
	357.69 	73.12 	50.69
	357.69 	73.06 	50.63
	357.75 	73.06 	50.56
	357.81 	73.06 	50.63
	357.87 	73.00 	50.88
	357.94 	73.06 	50.94
	357.94 	73.12 	51.00
	357.94 	73.19 	50.94
	357.81 	73.19 	50.94
	357.75 	73.19 	50.88
	357.75 	73.25 	50.63
	357.62 	73.25 	50.50
	357.56 	73.19 	50.56
	357.31 	73.12 	50.75
	357.06 	72.94 	51.00
	356.81 	72.75 	51.13
	356.75 	72.69 	51.00
	356.87 	72.75 	50.81
	356.87 	72.75 	50.81
	356.87 	72.87 	51.00
	356.81 	72.94 	51.00
	356.75 	72.94 	51.13
	356.81 	72.94 	51.19
	356.87 	72.94 	50.94
	357.12 	73.00 	50.88
	357.37 	73.12 	50.75
	357.62 	73.25 	50.69
	357.69 	73.19 	50.63
	357.62 	73.06 	50.38
	357.50 	72.69 	50.25
	357.69 	72.56 	50.06
	358.37 	72.69 	49.94
	359.81 	73.00 	49.13
	2.00 	73.00 	47.94
	4.12 	73.25 	47.00
	5.44 	73.00 	47.69
	6.12 	72.69 	48.06
	6.31 	72.31 	48.13
	6.37 	72.12 	47.75
	6.44 	72.25 	46.94
	6.50 	72.81 	46.19
	6.12 	72.87 	46.44
	5.62 	72.75 	46.38
	5.25 	72.44 	46.50
	5.00 	72.31 	46.75
	4.81 	72.56 	46.69
	4.87 	72.62 	46.75
	4.75 	72.56 	46.88
	4.44 	72.62 	46.75
	3.94 	73.00 	46.69
	3.06 	72.75 	48.00
	2.50 	73.12 	48.06
	2.56 	73.56 	48.06
	2.50 	73.69 	47.25
	2.75 	73.37 	46.44
	3.25 	73.19 	46.19
	4.06 	73.37 	46.00
	5.06 	73.19 	46.25
	6.06 	72.94 	45.94
	7.06 	72.87 	44.75
	8.19 	72.62 	43.44
	9.38 	72.44 	43.31
	10.06 	72.44 	43.56
	10.81 	72.56 	43.06
	11.63 	73.12 	41.75
	11.69 	73.12 	42.00
	11.38 	73.19 	42.19
	11.00 	72.94 	42.38
	9.69 	72.31 	43.88
	8.75 	72.00 	44.13
	8.00 	72.00 	44.69
	6.69 	72.37 	45.19
	5.37 	72.19 	44.69
	4.62 	72.00 	44.88
	4.19 	72.69 	45.13
	3.75 	72.81 	44.44
	3.81 	72.81 	44.06
	3.62 	73.37 	44.44
	3.69 	73.56 	43.94
	3.87 	73.56 	44.94
	3.19 	73.56 	46.00
	3.37 	73.50 	46.63
	3.12 	73.25 	47.25
	2.62 	73.37 	47.75
	2.81 	73.19 	47.81
	2.94 	73.00 	47.81
	3.56 	73.50 	47.06
	3.44 	73.50 	47.19
	3.37 	73.37 	47.31
	3.44 	73.37 	47.31
	3.62 	73.37 	47.06
	3.56 	73.31 	47.19
	3.62 	73.25 	47.13
	3.62 	73.25 	47.13
	3.56 	73.25 	47.00
	3.62 	73.25 	46.81
	3.50 	73.25 	46.75
	3.31 	73.12 	47.13
	3.12 	73.06 	47.63
	3.19 	73.12 	47.44
	3.31 	73.06 	47.25
	3.31 	73.06 	47.00
	3.06 	73.00 	46.63
	2.81 	72.81 	47.00
	2.56 	72.81 	47.13
	2.50 	72.87 	47.19
	2.56 	73.00 	46.81
	2.56 	72.94 	46.56
	2.56 	72.94 	46.44
	2.56 	72.94 	46.25
	2.62 	73.00 	46.31
	2.50 	73.12 	46.50
	2.50 	73.12 	46.50
	2.44 	73.19 	46.50
	2.37 	73.25 	46.56
	2.44 	73.25 	46.81
	2.44 	73.44 	47.13
	2.37 	73.44 	47.13
	2.44 	73.62 	47.19
	2.44 	73.69 	47.50
	2.37 	73.75 	47.63
	2.12 	73.69 	47.63
	1.69 	73.75 	47.44
	1.62 	73.81 	47.19
	1.56 	73.81 	47.44
	1.44 	73.81 	47.56
	1.81 	73.75 	47.88
	2.06 	73.75 	48.19
	2.25 	73.69 	48.19
	2.37 	73.69 	48.19
	2.75 	73.69 	48.00
	3.25 	73.81 	47.94
	3.50 	73.81 	47.50
	3.56 	73.75 	47.31
	3.50 	73.69 	47.38
	3.31 	73.56 	47.25
	3.37 	73.44 	47.19
	3.50 	73.50 	46.38
	3.75 	73.31 	45.50
	3.44 	72.75 	43.38
	1.19 	71.94 	38.38
	359.62 	71.12 	34.38
	358.44 	70.94 	30.81
	359.87 	71.31 	30.94
	2.50 	71.81 	33.44
	4.19 	72.31 	35.75
	4.87 	72.62 	37.75
	5.31 	72.94 	40.50
	4.94 	73.19 	42.31
	4.50 	73.19 	43.69
	5.31 	73.12 	44.44
	4.87 	73.12 	44.00
	4.56 	72.94 	43.50
	4.31 	72.56 	43.25
	2.37 	70.44 	43.25
