	21.19 	-82.00 	-36.63
	21.75 	-81.87 	-36.75
	22.25 	-81.75 	-37.25
	21.75 	-81.81 	-35.69
	22.50 	-81.69 	-36.63
	22.00 	-81.62 	-36.13
	22.06 	-81.62 	-37.25
	22.19 	-81.56 	-36.63
	22.37 	-81.50 	-36.94
	22.19 	-81.56 	-35.25
	22.50 	-81.44 	-36.44
	21.94 	-81.75 	-33.81
	22.37 	-81.81 	-31.75
	22.00 	-81.56 	-32.31
	22.06 	-81.87 	-31.06
	21.37 	-82.12 	-30.69
	20.75 	-82.19 	-29.12
	20.87 	-82.31 	-27.00
	20.56 	-82.31 	-25.81
	20.31 	-82.31 	-25.37
	20.00 	-82.37 	-24.69
	20.37 	-82.56 	-23.56
	20.56 	-82.56 	-22.19
	21.31 	-82.62 	-22.19
	20.87 	-82.44 	-25.12
	21.12 	-82.62 	-24.37
	19.87 	-82.56 	-24.50
	20.19 	-82.94 	-21.50
	20.62 	-83.12 	-21.94
	20.12 	-82.87 	-21.37
	20.25 	-82.94 	-21.69
	19.94 	-83.00 	-21.12
	20.25 	-83.06 	-19.94
	20.06 	-82.87 	-20.37
	20.12 	-82.94 	-21.50
	19.75 	-82.94 	-21.94
	19.87 	-83.00 	-22.44
	20.12 	-82.94 	-23.00
	20.00 	-82.81 	-23.81
	20.06 	-82.87 	-24.12
	20.00 	-82.87 	-24.56
	19.81 	-82.75 	-24.81
	19.44 	-82.75 	-24.37
	19.44 	-82.75 	-24.12
	19.62 	-82.69 	-24.50
	19.56 	-82.62 	-25.56
	19.44 	-82.62 	-25.94
	19.44 	-82.62 	-25.94
	19.44 	-82.56 	-26.06
	19.50 	-82.44 	-25.81
	19.50 	-82.37 	-26.25
	19.31 	-82.31 	-26.75
	19.12 	-82.31 	-26.94
	19.06 	-82.31 	-26.44
	18.94 	-82.31 	-26.44
	18.87 	-82.31 	-27.44
	18.94 	-82.31 	-27.69
	19.19 	-82.31 	-27.69
	19.50 	-82.19 	-26.50
	19.62 	-82.12 	-25.62
	19.69 	-82.12 	-25.31
	19.81 	-82.06 	-26.50
	19.69 	-82.06 	-26.37
	19.69 	-82.06 	-26.25
	19.75 	-82.06 	-26.19
	19.75 	-82.00 	-25.94
	19.81 	-82.00 	-25.56
	19.87 	-82.06 	-25.12
	19.94 	-82.06 	-25.25
	20.06 	-82.06 	-25.37
	20.12 	-82.06 	-25.50
	20.44 	-82.06 	-26.56
	20.31 	-82.06 	-26.31
	20.31 	-82.00 	-26.19
	20.31 	-81.94 	-25.81
	20.31 	-81.94 	-25.94
	20.31 	-81.94 	-26.06
	20.12 	-81.94 	-26.50
	20.00 	-81.94 	-26.56
	19.94 	-82.00 	-26.50
	20.00 	-82.00 	-26.56
	20.06 	-82.00 	-26.69
	20.25 	-82.00 	-26.75
	20.25 	-82.00 	-26.75
	20.19 	-82.00 	-26.69
	20.12 	-82.00 	-26.62
	20.12 	-82.00 	-26.62
	20.19 	-82.00 	-26.69
	20.56 	-82.00 	-26.75
	20.62 	-82.00 	-26.81
	20.56 	-82.00 	-26.75
	20.56 	-82.00 	-26.75
	20.62 	-82.00 	-26.56
	20.69 	-82.00 	-26.56
	20.75 	-82.00 	-26.62
	20.69 	-82.00 	-26.56
	20.62 	-82.00 	-26.62
	20.50 	-82.00 	-26.50
	20.62 	-82.06 	-26.75
	20.69 	-82.06 	-26.87
	20.62 	-82.06 	-26.94
	20.62 	-82.06 	-27.00
	20.62 	-82.12 	-27.00
	20.62 	-82.12 	-27.12
	20.62 	-82.12 	-27.19
	20.62 	-82.12 	-27.06
	20.62 	-82.19 	-27.06
	20.69 	-82.19 	-27.19
	20.69 	-82.19 	-27.12
	20.62 	-82.19 	-27.12
	20.56 	-82.19 	-26.87
	20.62 	-82.19 	-26.75
	20.44 	-82.12 	-26.56
	20.44 	-82.12 	-26.69
	20.37 	-82.12 	-26.69
	20.37 	-82.12 	-26.69
	20.37 	-82.12 	-26.69
	20.44 	-82.12 	-26.75
	20.44 	-82.12 	-26.69
	20.44 	-82.12 	-26.69
	20.44 	-82.12 	-26.69
	20.31 	-82.12 	-26.69
	20.12 	-82.31 	-24.94
